zip code tabulation area,NAME,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,GEO_ID,B01003_001E,B19101C_001E,B19101C_001M,B19101C_002E,B19101C_002M,B19101C_003E,B19101C_003M,B19101C_004E,B19101C_004M,B19101C_005E,B19101C_005M,B19101C_006E,B19101C_006M,B19101C_007E,B19101C_007M,B19101C_008E,B19101C_008M,B19101C_009E,B19101C_009M,B19101C_010E,B19101C_010M,B19101C_011E,B19101C_011M,B19101C_012E,B19101C_012M,B19101C_013E,B19101C_013M,B19101C_014E,B19101C_014M,B19101C_015E,B19101C_015M,B19101C_016E,B19101C_016M,B19101C_017E,B19101C_017M,B19083_001E,B25003_001E,B25003_001M,B25003_002E,B25003_002M,B25003_003E,B25003_003M
92585,ZCTA5 92585,29500,2599,11201,1834,2137,763,684,514,1656,422,101,146,6725,1694,6996,1254,4575,1042,2421,703,860Z200US92585,29500,134,114,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,3,5,24,46,0,25,88,102,19,30,0,25,0.3675,8190,656,6781,656,1409,303
90305,ZCTA5 90305,14612,1073,949,350,11056,1084,25,42,159,115,0,21,1262,386,1161,391,654,347,507,243,860Z200US90305,14612,25,42,25,42,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4328,5897,386,3533,348,2364,288
95758,ZCTA5 95758,65999,2825,24092,2073,8307,1328,349,168,18169,1509,1055,709,4735,1065,9292,1798,4333,1157,4959,1119,860Z200US95758,65999,108,64,0,32,0,32,0,32,0,32,0,32,0,32,0,32,16,27,0,32,0,32,7,10,15,22,8,13,13,22,25,29,24,31,0.3718,21995,771,15565,819,6430,608
90043,ZCTA5 90043,43548,2066,4605,646,25750,1733,331,205,896,298,74,94,5118,1028,6774,1111,4684,953,2090,594,860Z200US90043,43548,58,50,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,19,0,29,30,46,0,29,15,24,0,29,0.5111,16883,698,9007,609,7876,683
93532,ZCTA5 93532,2762,559,2135,476,57,56,44,56,56,65,25,40,132,78,313,264,223,259,90,55,860Z200US93532,2762,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.3483,1019,174,794,162,225,105
94014,ZCTA5 94014,46269,1887,6772,939,1287,537,668,436,25462,1830,290,306,6691,1402,5099,926,3314,738,1785,660,860Z200US94014,46269,138,95,0,29,0,29,0,29,9,12,0,29,0,29,0,29,0,29,0,29,0,29,50,58,0,29,44,67,18,22,0,29,17,26,0.4308,14107,655,8375,548,5732,617
92054,ZCTA5 92054,37546,1779,20316,1323,1255,391,1262,796,1604,435,205,116,4270,823,8634,1603,6101,1513,2533,675,860Z200US92054,37546,226,147,0,29,11,19,0,29,0,29,0,29,0,29,28,37,13,22,0,29,77,119,17,24,0,29,12,23,10,16,43,54,15,10,0.4680,15064,660,5917,404,9147,640
92082,ZCTA5 92082,20596,2022,12523,1614,385,394,875,157,604,238,13,15,1411,635,4785,1440,3942,1350,843,383,860Z200US92082,20596,221,65,13,13,1,2,2,4,3,5,7,7,11,11,1,3,8,10,8,7,20,21,6,11,16,11,15,17,28,16,43,17,39,26,0.4149,6388,589,5618,565,770,218
95004,ZCTA5 95004,3917,932,2704,710,13,21,187,258,49,49,0,14,323,404,641,341,312,205,329,187,860Z200US95004,3917,50,70,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,50,70,0.4001,1291,276,971,202,320,227
92111,ZCTA5 92111,45888,1907,24431,1660,2062,512,169,97,9224,948,115,94,3004,862,6883,979,4034,902,2849,525,860Z200US92111,45888,72,60,24,39,0,29,1,7,0,29,0,29,0,29,13,20,0,29,0,29,0,29,21,38,0,29,0,29,0,29,7,13,6,11,0.4201,17041,699,9053,617,7988,637
90016,ZCTA5 90016,46102,2411,11228,1361,12946,1346,246,142,1885,404,67,99,11276,1348,8454,1687,6428,1487,2026,552,860Z200US90016,46102,56,43,0,29,0,29,11,16,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,34,14,14,9,16,0,29,0,29,0,29,0.4891,17844,760,6320,535,11524,809
95663,ZCTA5 95663,3126,541,2542,480,0,14,2,5,49,35,0,14,93,86,440,279,270,252,170,119,860Z200US95663,3126,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.3829,1175,216,1062,216,113,48
92805,ZCTA5 92805,74336,2756,26198,2428,1325,396,1196,512,10023,1473,298,169,17041,1788,18255,2093,16361,2099,1894,551,860Z200US92805,74336,242,102,0,32,0,32,0,32,0,32,11,16,34,28,0,32,10,17,0,32,7,10,20,32,57,53,23,38,46,43,34,42,0,32,0.4193,21718,733,8764,690,12954,819
95672,ZCTA5 95672,5630,1064,5156,1079,2,3,63,84,82,61,0,19,41,45,286,126,95,49,191,111,860Z200US95672,5630,33,42,0,19,0,19,0,19,0,19,0,19,0,19,29,39,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,16,0.4127,1996,285,1864,269,132,73
91790,ZCTA5 91790,44791,2050,9882,1032,1394,383,945,527,10450,1069,30,49,13149,1836,8941,1551,7469,1469,1472,530,860Z200US91790,44791,258,123,0,29,8,14,0,29,18,25,32,45,0,29,0,29,16,20,16,27,35,40,33,40,94,109,0,29,0,29,6,9,0,29,0.4060,12711,506,7754,484,4957,395
93003,ZCTA5 93003,52511,1753,37330,1699,818,271,403,221,2263,467,65,81,3762,718,7870,938,5117,851,2753,458,860Z200US93003,52511,111,74,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,37,57,18,28,0,32,0,32,6,12,6,11,39,32,5,7,0.4427,19917,581,11535,523,8382,519
90713,ZCTA5 90713,28583,1346,14741,1022,1260,413,166,134,3534,487,212,186,3150,752,5520,951,3561,859,1959,473,860Z200US90713,28583,41,36,0,25,0,25,0,25,0,25,9,16,0,25,0,25,0,25,0,25,0,25,0,25,16,20,16,23,0,25,0,25,0,25,0.3759,9361,381,7945,413,1416,219
91306,ZCTA5 91306,48177,2652,14368,1864,1685,495,432,197,9662,1464,37,46,15272,1551,6721,1075,4587,901,2134,509,860Z200US91306,48177,143,86,0,29,0,29,0,29,32,37,0,29,0,29,0,29,0,29,0,29,0,29,28,23,0,29,83,75,0,29,0,29,0,29,0.4535,14697,507,8319,465,6378,474
92655,ZCTA5 92655,8101,1231,1808,761,75,101,188,169,3604,757,18,31,1713,900,695,503,593,508,102,68,860Z200US92655,8101,63,54,0,19,0,19,0,19,10,15,0,19,20,33,0,19,0,19,9,12,0,19,0,19,0,19,0,19,24,38,0,19,0,19,0.5150,2557,297,695,134,1862,319
93013,ZCTA5 93013,16348,876,9677,929,148,144,170,181,503,227,0,21,3053,977,2797,897,2116,882,681,279,860Z200US93013,16348,34,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,34,36,0,21,0,21,0,21,0.4943,6392,489,3811,297,2581,431
94572,ZCTA5 94572,8712,770,2759,586,1356,495,11,18,1903,340,128,96,1614,690,941,417,316,183,625,332,860Z200US94572,8712,4,11,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,11,0.4145,2958,307,1723,260,1235,227
95903,ZCTA5 95903,2072,180,1336,235,191,171,57,76,123,59,0,14,66,56,299,200,51,51,248,204,860Z200US95903,2072,17,22,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,22,0,14,0,14,0,14,0,14,0,14,0,14,0.3815,591,99,23,24,568,100
95337,ZCTA5 95337,46157,2381,18388,1862,1939,698,269,189,9675,1121,1031,653,4278,830,10577,2386,7280,2580,3297,792,860Z200US95337,46157,131,126,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,20,96,122,0,29,6,12,13,21,4,9,0.4100,13639,591,9965,554,3674,496
91343,ZCTA5 91343,61607,4421,17682,2572,2485,546,820,447,8577,984,34,49,21537,2072,10472,1640,8544,1484,1928,592,860Z200US91343,61607,150,83,7,12,0,32,0,32,23,33,0,32,0,32,0,32,12,18,6,9,0,32,13,13,8,12,0,32,7,10,5,10,69,61,0.4588,18175,514,8964,460,9211,409
92115,ZCTA5 92115,64011,2814,31792,2213,6403,1131,509,252,8346,1216,520,362,6694,1032,9747,1457,6596,1397,3151,596,860Z200US92115,64011,120,70,7,14,17,22,20,26,0,32,0,32,0,32,0,32,0,32,0,32,13,21,0,32,23,31,5,7,24,38,11,18,0,32,0.4618,21728,911,8723,722,13005,760
93222,ZCTA5 93222,2538,501,1653,328,0,14,35,41,415,344,0,14,228,176,207,166,92,73,115,145,860Z200US93222,2538,8,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,14,0,14,0,14,0,14,0,14,0,14,0.4629,1211,223,991,223,220,112
93311,ZCTA5 93311,52505,3020,23595,1672,3059,947,422,245,9170,1238,35,37,4757,1072,11467,1912,7604,1366,3863,1413,860Z200US93311,52505,124,94,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,42,51,15,24,4,7,29,47,0,32,34,48,0,32,0.4404,16778,873,11877,718,4901,658
93711,ZCTA5 93711,39360,2155,23628,1720,2108,695,269,139,3565,868,185,226,3453,638,6152,1047,4307,825,1845,458,860Z200US93711,39360,66,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,9,22,24,10,16,0,29,29,34,0,29,0,29,0.4853,16133,654,10283,524,5850,538
92806,ZCTA5 92806,40528,2417,17322,1577,873,436,680,342,5567,907,151,138,5927,1173,10008,2185,8569,2142,1439,420,860Z200US92806,40528,167,89,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,14,25,36,28,45,34,33,0,29,32,32,40,41,0.4272,12545,582,5252,422,7293,668
91702,ZCTA5 91702,61766,1121,19272,1512,1520,400,854,419,8175,963,200,123,18476,1941,13269,1651,11225,1508,2044,582,860Z200US91702,61766,165,95,0,32,0,32,0,32,10,16,22,32,8,12,12,13,0,32,0,32,0,32,48,58,0,32,3,6,47,67,15,15,0,32,0.3838,17555,558,10395,662,7160,536
92840,ZCTA5 92840,54475,2423,17589,1786,618,336,236,158,20388,1465,235,161,7347,1109,8062,1566,6854,1508,1208,292,860Z200US92840,54475,39,37,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,19,30,4,10,0,32,9,13,0,32,7,12,0.4034,15891,674,8486,530,7405,692
92203,ZCTA5 92203,33381,2661,17075,1572,692,328,104,70,967,344,10,15,4938,1296,9595,2516,8248,2493,1347,443,860Z200US92203,33381,43,45,0,29,0,29,0,29,0,29,0,29,18,28,0,29,0,29,0,29,0,29,0,29,20,33,0,29,0,29,5,9,0,29,0.4043,11740,604,9429,548,2311,350
91606,ZCTA5 91606,43202,2102,18800,1178,2151,588,505,285,2055,615,0,29,11449,1496,8242,1279,6446,1062,1796,468,860Z200US91606,43202,143,81,4,6,0,29,0,29,7,9,0,29,0,29,0,29,0,29,0,29,11,16,48,66,20,22,36,30,9,19,0,29,8,12,0.4570,15589,653,5210,378,10379,605
92061,ZCTA5 92061,1693,358,1189,319,2,5,286,102,40,45,0,14,9,11,167,219,145,217,22,27,860Z200US92061,1693,81,31,1,3,6,7,0,14,0,14,4,6,3,3,5,6,7,8,3,4,4,4,3,4,6,8,11,8,7,6,16,23,5,5,0.3693,742,133,640,138,102,64
94544,ZCTA5 94544,76739,2316,13149,1262,5649,848,914,387,21845,2060,2742,655,22366,1833,10074,1576,6266,1380,3808,863,860Z200US94544,76739,247,96,0,32,0,32,4,6,0,32,0,32,0,32,11,24,0,32,0,32,17,28,59,49,7,12,33,26,54,51,26,27,36,31,0.4008,22920,683,12253,717,10667,605
93510,ZCTA5 93510,7562,750,5171,686,82,70,23,35,218,157,0,19,1350,546,718,377,475,355,243,132,860Z200US93510,7562,11,18,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,18,0,19,0,19,0,19,0,19,0.4189,2524,202,2338,202,186,106
92706,ZCTA5 92706,37191,2702,10199,1215,356,198,193,92,3112,671,55,82,15099,1641,8177,2114,7316,2086,861,257,860Z200US92706,37191,37,28,0,29,10,15,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,17,0,29,0,29,9,13,8,14,0,29,0.4200,10195,565,5220,482,4975,492
90710,ZCTA5 90710,26777,1808,7792,1220,3127,586,141,108,5503,714,22,26,4674,856,5518,1062,3660,905,1858,454,860Z200US90710,26777,23,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,7,12,16,24,0.4692,9388,538,5154,373,4234,442
95401,ZCTA5 95401,36842,1828,19311,1573,574,210,376,313,2124,544,115,113,8614,1641,5728,1065,3671,973,2057,560,860Z200US95401,36842,27,40,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,39,0,29,6,10,0,29,0,29,0,29,0,29,0,29,0.4522,13831,603,7821,510,6010,585
95688,ZCTA5 95688,39216,1813,25279,1721,1905,475,239,204,4159,1222,147,136,2416,602,5071,918,2110,560,2961,665,860Z200US95688,39216,59,57,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,48,63,11,18,0.4172,14120,633,10034,602,4086,427
91010,ZCTA5 91010,27245,803,8896,1001,1302,402,360,266,4355,780,5,9,6734,1072,5593,952,4773,992,820,326,860Z200US91010,27245,59,54,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,12,19,0,25,7,14,7,13,20,33,13,20,0.4125,8579,356,5384,426,3195,351
90701,ZCTA5 90701,16044,28,3057,585,818,810,112,110,6952,1053,420,403,2863,797,1822,519,1300,424,522,343,860Z200US90701,16044,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.3889,4379,275,2348,366,2031,325
95678,ZCTA5 95678,45744,1560,30426,1538,908,258,351,218,3822,639,158,115,2372,598,7707,1074,4293,761,3414,723,860Z200US95678,45744,199,146,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,17,0,29,97,118,65,83,18,35,0,29,0,29,8,15,0.4036,17954,590,9862,606,8092,598
91761,ZCTA5 91761,62506,2495,18698,1909,3732,847,1408,609,5814,740,364,274,18030,1874,14460,2077,12068,2070,2392,609,860Z200US91761,62506,374,155,13,21,0,32,0,32,0,32,0,32,0,32,2,3,0,32,0,32,0,32,109,109,44,47,31,27,68,78,78,61,29,38,0.3827,17807,789,12023,778,5784,499
93004,ZCTA5 93004,31326,1917,19553,1448,754,447,333,136,1510,373,77,93,2952,856,6147,1005,4118,847,2029,484,860Z200US93004,31326,211,111,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,56,67,0,29,33,51,0,29,0,29,7,12,115,103,0.3856,11281,517,7516,544,3765,392
95658,ZCTA5 95658,6197,668,5269,699,158,160,136,113,89,41,0,19,106,83,439,180,224,133,215,107,860Z200US95658,6197,18,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5,8,0,19,0,19,13,17,0,19,0,19,0.4080,2332,227,2146,234,186,89
90804,ZCTA5 90804,38306,1822,19185,1526,4877,598,584,271,4880,775,179,224,5568,929,3033,467,1786,425,1247,255,860Z200US90804,38306,145,72,0,29,16,27,0,29,8,12,0,29,0,29,0,29,0,29,0,29,17,27,29,34,10,18,24,30,7,15,27,33,7,11,0.4320,15041,623,3258,367,11783,614
94561,ZCTA5 94561,45386,536,22311,1760,4006,1098,97,83,4209,857,436,328,7699,1132,6628,1242,3990,1163,2638,524,860Z200US94561,45386,56,69,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,56,69,0,29,0,29,0.3647,13903,686,10584,782,3319,504
92843,ZCTA5 92843,46553,2101,9688,1483,204,126,746,474,20528,1667,14,22,8191,1212,7182,1326,6612,1340,570,250,860Z200US92843,46553,116,64,0,29,0,29,0,29,0,29,3,5,0,29,0,29,0,29,0,29,0,29,28,33,28,39,5,8,28,35,9,14,15,25,0.4212,11630,488,5698,421,5932,435
95603,ZCTA5 95603,28195,954,22910,1134,193,127,189,106,797,315,71,77,935,366,3100,663,1969,549,1131,387,860Z200US95603,28195,9,13,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,5,9,0,25,4,8,0,25,0.4950,11871,442,7963,439,3908,426
94928,ZCTA5 94928,46463,248,27394,1287,1334,513,599,334,3074,744,239,189,5103,978,8720,1149,5489,1154,3231,639,860Z200US94928,46463,112,75,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,28,0,29,27,40,0,29,63,62,0.4241,16841,522,8521,505,8320,584
94578,ZCTA5 94578,41567,2221,8061,1405,7671,1390,229,123,10953,1347,422,347,9202,1822,5029,1168,2684,847,2345,691,860Z200US94578,41567,34,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,20,0,29,0,29,22,24,0,29,0.4172,14060,687,5798,485,8262,635
95446,ZCTA5 95446,4808,514,3824,402,5,8,73,56,33,36,0,14,242,136,631,188,319,142,312,149,860Z200US95446,4808,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4684,2452,227,1696,187,756,167
90250,ZCTA5 90250,94991,1495,24282,2204,22051,1829,1606,536,6970,856,448,253,20476,1703,19158,1850,15646,1822,3512,639,860Z200US90250,94991,333,118,0,32,33,42,0,32,0,32,0,32,49,49,34,32,10,17,15,18,12,19,29,29,30,44,49,48,13,21,43,51,16,19,0.4582,32712,774,10407,578,22305,736
95682,ZCTA5 95682,29249,1647,24680,1544,48,63,199,115,609,242,31,46,1275,445,2407,396,1076,320,1331,293,860Z200US95682,29249,41,39,0,25,0,25,0,25,0,25,0,25,9,13,0,25,0,25,0,25,0,25,0,25,5,9,0,25,0,25,17,30,10,18,0.4531,11544,497,8644,514,2900,359
94580,ZCTA5 94580,28866,1609,7783,822,1156,536,461,228,10396,1203,370,302,4961,772,3739,813,2232,613,1507,548,860Z200US94580,28866,103,56,0,25,0,25,12,19,0,25,0,25,0,25,0,25,0,25,17,29,0,25,22,27,15,18,6,12,0,25,10,15,21,33,0.4167,8782,490,6466,423,2316,353
92879,ZCTA5 92879,48756,2304,15405,1322,2440,752,772,612,6284,1108,19,22,17372,2018,6464,973,5219,907,1245,326,860Z200US92879,48756,165,111,0,29,0,29,14,21,0,29,0,29,0,29,0,29,0,29,33,31,0,29,0,29,0,29,97,104,12,19,0,29,9,12,0.4064,14427,621,8339,522,6088,520
93721,ZCTA5 93721,7606,932,3035,647,1058,363,143,80,217,90,71,99,1395,289,1687,451,1472,445,215,71,860Z200US93721,7606,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.5018,2410,390,198,91,2212,368
92223,ZCTA5 92223,62797,1210,31657,2231,5318,1137,764,311,4412,847,79,76,10519,1714,10048,1714,7596,1630,2452,572,860Z200US92223,62797,186,99,0,32,0,32,0,32,0,32,0,32,0,32,0,32,4,6,0,32,0,32,33,35,45,39,39,41,17,25,48,64,0,32,0.3988,20011,667,16107,787,3904,536
91786,ZCTA5 91786,55519,1297,22227,1706,4266,872,776,284,5048,763,175,181,12168,1452,10859,1131,7839,970,3020,594,860Z200US91786,55519,135,74,10,16,0,32,0,32,10,16,0,32,10,16,10,17,0,32,0,32,0,32,0,32,26,31,40,54,21,23,8,12,0,32,0.4268,19408,553,8723,536,10685,574
94535,ZCTA5 94535,3863,465,2189,416,366,214,29,41,367,186,252,185,92,54,568,194,160,72,408,186,860Z200US94535,3863,12,16,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,16,0,14,0,14,0.2876,1000,168,8,12,992,172
90241,ZCTA5 90241,45484,1856,14165,1611,1432,553,1071,437,3095,614,45,67,15555,1913,10121,1381,8668,1303,1453,412,860Z200US90241,45484,289,124,0,29,0,29,0,29,0,29,24,33,0,29,10,16,0,29,8,13,13,21,16,19,70,61,0,29,90,79,0,29,58,52,0.4378,14481,597,5978,471,8503,605
95693,ZCTA5 95693,7623,875,4661,692,163,182,117,132,719,262,0,19,1151,421,812,407,347,337,465,213,860Z200US95693,7623,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0.3883,2356,250,2076,249,280,112
90704,ZCTA5 90704,3764,411,2677,605,10,26,0,14,30,28,0,14,270,239,777,424,777,424,0,14,860Z200US90704,3764,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4180,1231,179,410,145,821,184
92868,ZCTA5 92868,27390,1715,12878,1376,765,323,635,561,4441,959,192,196,4394,998,4085,802,2894,720,1191,462,860Z200US92868,27390,119,76,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,14,51,64,0,25,10,17,20,30,0,25,25,38,0.4093,8585,544,2723,410,5862,454
92374,ZCTA5 92374,44287,1831,21193,1775,2552,1080,382,235,3763,664,603,546,7457,1424,8337,1473,5612,1342,2725,768,860Z200US92374,44287,85,54,0,29,0,29,0,29,0,29,0,29,0,29,8,13,0,29,0,29,0,29,11,18,7,11,25,33,18,23,0,29,16,25,0.4178,14443,662,8373,715,6070,564
90032,ZCTA5 90032,43724,1811,10191,1383,1367,490,834,267,5275,734,0,29,17626,1506,8431,1283,7174,1185,1257,278,860Z200US90032,43724,246,106,0,29,14,20,0,29,0,29,0,29,5,8,0,29,0,29,0,29,4,8,16,21,51,46,10,11,91,72,51,42,4,11,0.4412,13372,440,6932,437,6440,389
90731,ZCTA5 90731,62452,2500,30330,2476,3370,668,782,233,3452,671,306,169,13061,1496,11151,1198,7779,1225,3372,636,860Z200US90731,62452,209,84,0,32,4,7,0,32,0,32,0,32,0,32,0,32,0,32,15,23,0,32,20,23,55,55,24,28,16,26,0,32,75,62,0.4759,23131,780,7570,483,15561,737
95441,ZCTA5 95441,1842,337,1147,191,40,71,45,65,20,16,0,14,369,239,221,102,139,83,82,55,860Z200US95441,1842,14,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,21,0,14,0,14,0.5293,745,106,486,96,259,70
95670,ZCTA5 95670,59314,1534,32987,1887,5821,1246,752,476,7032,883,373,202,5009,965,7340,889,3327,644,4013,710,860Z200US95670,59314,121,75,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,3,5,37,40,0,32,17,26,6,11,6,12,52,57,0,32,0.4165,21936,552,12200,570,9736,518
91335,ZCTA5 91335,74802,2855,26982,1931,3311,783,827,366,9765,1355,212,193,24559,2503,9146,1334,6971,1354,2175,381,860Z200US91335,74802,183,96,2,3,0,32,43,52,16,24,32,45,0,32,0,32,8,14,0,32,8,13,0,32,61,49,0,32,0,32,0,32,13,21,0.4499,24234,787,12287,630,11947,642
95776,ZCTA5 95776,27189,1265,12820,1214,852,454,147,100,3628,752,72,119,4110,905,5560,889,3696,785,1864,506,860Z200US95776,27189,14,17,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,5,10,9,14,0,25,0,25,0,25,0,25,0,25,0.4006,8223,436,5607,381,2616,489
91723,ZCTA5 91723,18200,1292,6779,852,868,457,195,131,2062,413,14,24,4252,980,4030,884,3285,862,745,269,860Z200US91723,18200,40,28,0,21,0,21,0,21,0,21,18,20,0,21,14,21,8,15,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0.4212,6256,434,2685,272,3571,367
90806,ZCTA5 90806,39972,2110,12765,1591,5752,1175,461,215,7034,1104,39,54,7355,1373,6566,1481,4825,1334,1741,535,860Z200US90806,39972,165,77,0,29,0,29,0,29,0,29,10,16,21,32,0,29,0,29,0,29,0,29,19,21,64,53,13,23,10,17,14,22,14,19,0.4711,12347,538,4479,425,7868,513
96146,ZCTA5 96146,1120,246,983,216,7,17,0,14,0,14,0,14,35,31,95,67,84,66,11,18,860Z200US96146,1120,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.5730,517,108,297,87,220,84
93636,ZCTA5 93636,14777,1366,8479,1079,126,133,760,576,569,274,0,21,1941,788,2902,810,2149,763,753,309,860Z200US93636,14777,139,87,0,21,0,21,0,21,13,24,0,21,0,21,6,11,11,19,0,21,15,25,15,28,0,21,0,21,0,21,58,72,21,24,0.3876,4404,368,3890,353,514,190
93422,ZCTA5 93422,33512,661,25744,1317,192,173,238,163,1276,628,10,18,1701,460,4351,826,2121,641,2230,574,860Z200US93422,33512,91,77,0,29,0,29,0,29,0,29,0,29,16,22,0,29,0,29,0,29,0,29,59,71,0,29,0,29,0,29,16,19,0,29,0.5420,13106,563,8499,474,4607,517
92025,ZCTA5 92025,50046,2054,22150,1744,1245,346,959,453,2788,467,132,112,9385,1498,13387,1543,10875,1373,2512,752,860Z200US92025,50046,207,98,0,32,19,24,0,32,6,11,0,32,0,32,0,32,0,32,0,32,72,70,27,37,43,36,17,20,6,9,17,29,0,32,0.5021,16612,715,6994,589,9618,604
92065,ZCTA5 92065,37397,2362,26834,1799,370,230,360,213,659,229,75,92,2359,663,6740,1981,4935,1912,1805,548,860Z200US92065,37397,95,59,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,9,15,27,26,37,44,0,29,22,28,0,29,0.4118,12371,660,9459,688,2912,473
92019,ZCTA5 92019,45801,2208,32680,2160,903,431,268,156,1476,482,313,264,3140,701,7021,1149,4188,931,2833,717,860Z200US92019,45801,93,62,4,4,0,29,0,29,0,29,8,13,0,29,0,29,0,29,0,29,2,3,27,40,0,29,14,24,3,5,19,28,16,20,0.4380,14988,735,10090,659,4898,559
96140,ZCTA5 96140,1099,365,835,249,0,14,0,14,63,62,0,14,0,14,201,153,117,108,84,110,860Z200US96140,1099,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0.4119,467,135,416,131,51,33
92860,ZCTA5 92860,25268,69,14492,885,679,172,116,48,999,266,36,33,5354,756,3592,723,2655,695,937,228,860Z200US92860,25268,14,16,0,25,0,25,0,25,0,25,0,25,0,25,0,25,6,9,0,25,0,25,0,25,8,13,0,25,0,25,0,25,0,25,0.3804,6803,271,5569,332,1234,204
90029,ZCTA5 90029,33830,2138,10753,995,1512,439,355,259,5836,1066,11,21,12070,1262,3293,1133,2439,1127,854,213,860Z200US90029,33830,94,60,0,29,19,30,0,29,0,29,0,29,29,44,0,29,0,29,13,15,0,29,0,29,13,20,14,22,0,29,0,29,6,10,0.4981,13089,473,1460,224,11629,438
